trial,score,duration_sec,lgbm_num_leaves,lgbm_learning_rate,lgbm_feature_fraction,lgbm_bagging_fraction,lgbm_n_estimators,lgbm_residual_threshold_sigma,stl_residual_threshold_sigma,iforest_contamination,iforest_n_estimators,w_stl_raw,w_lgbm_raw,w_iforest_raw,ensemble_threshold,dbscan_eps_days,cascade_rate,drift_rate,ensemble_f1,ensemble_fp,ensemble_tp,lgbm_f1,spike_rate,stl_f1,w_iforest,w_lgbm,w_stl
56,0.3287,35.3,82,0.060522775750043015,0.7544121285587765,0.9335807593076058,200,0.8964685728095383,1.3666893287886646,0.011517665059167816,250,0.6182741002373782,0.3891919215899442,0.7735962727088058,0.08840024460630262,3,0.8289,0.791,0.1225,3947,280,0.3387,1.0,0.1774,0.4343,0.2185,0.3471
35,0.3285,24.2,74,0.06507776548919447,0.6605903430039777,0.7775352543850991,200,1.3013507347534667,1.9382345675075547,0.02253541975777919,200,0.7560860690012018,0.5480097340978956,0.4700380558599642,0.08579393771726163,3,0.6842,0.6967,0.1734,2248,246,0.3541,1.0,0.2207,0.2649,0.3089,0.4262
479,0.3284,7.8,29,0.0358698807774452,0.5212414421076412,0.9796121390954095,1000,1.7257135463406534,1.7197927328367104,0.003491776460285467,350,0.7469174109530236,0.5236066532947062,0.9377570630754006,0.08262341653765115,2,0.8421,0.791,0.1191,4092,281,0.358,1.0,0.2056,0.4247,0.2371,0.3382
415,0.3275,43.6,27,0.03747088719511756,0.5014099046777547,0.991542315548396,1000,1.713605134474126,1.7390870736078254,0.0035638346359134986,500,0.737768479283623,0.5344957050190224,0.5184784162056576,0.07909072746783614,2,0.75,0.7213,0.1526,2767,257,0.3552,1.0,0.2053,0.2895,0.2985,0.412
14,0.3256,25.9,97,0.13683413767262678,0.9435432121325587,0.8899377729288119,1000,0.710349912487622,0.9040717852365344,0.023750646909820445,350,0.10827734645496669,0.1913243885794289,0.6971515921972502,0.05177155434617654,1,0.9211,0.9508,0.064,9514,326,0.321,1.0,0.1442,0.6994,0.1919,0.1086
4,0.3249,27.2,24,0.010302587393796307,0.522613644455269,0.6626651653816322,700,1.1783725794347397,2.5718437728798236,0.0068214167206895465,200,0.5884264748424236,0.2268318024772864,0.8219772826786357,0.0760927252879198,5,0.8684,0.8484,0.0962,5533,297,0.2654,1.0,0.2864,0.5021,0.1385,0.3594
440,0.3232,25.9,34,0.04111070344666363,0.5263985549145492,0.9731330090400501,1000,1.7233408994475388,1.7836116336870114,0.003945912175950483,450,0.799106600401835,0.5654613868530716,0.5884693485352801,0.08103991187291737,2,0.7368,0.7213,0.1493,2830,256,0.3551,1.0,0.2093,0.3013,0.2895,0.4092
339,0.3213,10.7,73,0.09074436397651864,0.6418633081165592,0.9668829714204907,1000,2.1001675299315927,2.7265487628370124,0.011431143242710311,450,0.9026707077739684,0.2981920968922897,0.6523660964668627,0.11488721403947737,3,0.6316,0.6721,0.1796,2048,236,0.3513,1.0,0.3029,0.352,0.1609,0.4871
480,0.3198,7.5,31,0.04943078766522336,0.5090134802823041,0.990915039770087,1000,1.5945741424655688,1.4922481198702668,0.0036256424379089757,350,0.8025752265758862,0.6324360944579035,0.7230804970743352,0.09289206567367492,2,0.7237,0.6967,0.1525,2672,249,0.3489,1.0,0.1878,0.3351,0.2931,0.3719
137,0.3165,27.6,81,0.061758394176884904,0.6250564236848599,0.9650497658040362,500,1.7492031237937007,2.7321490019946877,0.014201752109322976,300,0.8598764133443767,0.3988419990239269,0.7279132923315509,0.11580532257870675,3,0.6184,0.6803,0.1739,2145,237,0.3416,1.0,0.3035,0.3664,0.2008,0.4328
13,0.3034,26.3,119,0.12720971546191168,0.6289708138575778,0.8299920230170895,1300,1.8880020289986559,1.8241264458900162,0.00523568543242474,100,0.907494182157994,0.9103762514469974,0.6697913115459412,0.16866042686704524,2,0.2368,0.459,0.2843,513,142,0.3121,0.5,0.2125,0.2692,0.366,0.3648
28,0.3028,25.0,103,0.09856410906237031,0.6506271155483678,0.9658095061483443,900,0.7852224995694106,1.2692594706362617,0.007761867365076069,150,0.5006806813260223,0.42958624060565886,0.39512282665359755,0.19346277915246535,4,0.2237,0.4262,0.2933,430,133,0.3233,0.5,0.1704,0.2981,0.3241,0.3778
1,0.2915,26.9,35,0.009835468046820034,0.6521211214797689,0.762378215816119,800,1.2280728504951048,2.0296322368059485,0.00413632938580613,200,0.4297256589643226,0.5104629857953323,0.8066583652537123,0.11988582375542592,3,0.6184,0.6721,0.1398,2769,234,0.306,0.9583,0.231,0.4618,0.2922,0.246
30,0.2915,40.6,116,0.043997649370614296,0.8227547425601788,0.7922287095621834,300,0.9823038048613334,1.6637330105978234,0.01103976241605047,200,0.7068898033590376,0.37051960178348375,0.9927608188269232,0.23791270477492124,3,0.2368,0.5123,0.2559,726,157,0.329,0.5833,0.2006,0.4796,0.179,0.3415
2,0.286,28.8,81,0.005934530307791968,0.8037724259507192,0.5852620618436457,200,2.8722138431333333,2.9140800826863984,0.01929827997854967,200,0.1879049026057455,0.7158097238609412,0.4961372443656412,0.0927133821956726,3,0.6053,0.6557,0.1383,2711,227,0.1369,0.875,0.3267,0.3544,0.5113,0.1342
5,0.2712,71.6,102,0.01040697346842839,0.5027610585618012,0.9077307142274171,1100,2.3225179201024684,2.4281758667148643,0.003557672005672579,250,0.20428215357261675,0.8767930832880342,0.6609683141448022,0.16581430869842723,1,0.25,0.5123,0.2241,908,158,0.3205,0.5833,0.2753,0.3794,0.5033,0.1173
9,0.267,27.3,107,0.11964981600016374,0.5034760652655954,0.7553736512887829,700,1.0552695261768257,0.7996634183342071,0.0065273428713863105,500,0.3908826388186797,0.5669115595690295,0.7327170630056601,0.17727036083275288,5,0.25,0.5451,0.2111,1063,166,0.2939,0.5833,0.1346,0.4334,0.3353,0.2312
0,0.2657,23.6,57,0.1667521176194013,0.8659969709057025,0.7993292420985183,400,0.8899863008405067,0.6452090304204987,0.02204435521581134,350,0.737265320016441,0.1185260448662222,0.9729188669457949,0.34135492428014763,2,0.1184,0.4098,0.2664,437,120,0.2966,0.4583,0.1187,0.532,0.0648,0.4032
6,0.2591,30.5,50,0.016593316401633196,0.864803089169032,0.8187787356776066,1400,1.6805373129048733,0.7989856148457543,0.015501225780069818,400,0.6051494778125466,0.7938704619591049,0.5444160367279517,0.23295649028369791,3,0.0395,0.291,0.2993,122,82,0.239,0.3333,0.1345,0.2801,0.4085,0.3114
451,0.2518,20.9,26,0.04302037314591067,0.5269523932311109,0.982691286754889,1000,1.7728062479810989,1.7478149343441434,0.003269102323544445,450,0.7457558222619804,0.611432081154608,0.13568400084107127,0.17066184275688068,2,0.0658,0.1926,0.3043,7,63,0.3524,0.4583,0.2059,0.0909,0.4096,0.4995
46,0.2422,26.4,97,0.05842877204732875,0.5897944781480284,0.952661728604317,200,0.8452386262928846,0.9188541543002198,0.011854727898258003,150,0.8299505797476104,0.9981129619019603,0.19557211986067072,0.1585927502457614,4,0.0395,0.1967,0.2954,8,61,0.3467,0.4167,0.1458,0.0966,0.4932,0.4101
3,0.2344,26.1,18,0.14313829500644557,0.6293899908000085,0.831261142176991,600,1.800170052944527,1.8667756983581991,0.004591723309650052,500,0.7976195410250031,0.9455490474077702,0.905344615384884,0.2592649925838798,5,0.0658,0.2992,0.2567,240,86,0.3169,0.3333,0.2156,0.3418,0.357,0.3012
260,0.1804,38.3,78,0.09000406897521492,0.5642849192747859,0.999245497496412,1300,2.0385514299700085,1.9516968747806906,0.0033477336367413037,450,0.9040484812948637,0.8377348945001193,0.11702954167797153,0.19144729031361785,3,0.0132,0.1393,0.2251,3,44,0.3422,0.375,0.222,0.063,0.4507,0.4864
15,0.1613,26.1,71,0.05749844422324963,0.9847685553939328,0.9661451709558936,1200,1.5541431515406943,2.9518791807866496,0.00952537450561962,450,0.9971481578163748,0.35268485881573375,0.10532092202798408,0.26175534974028714,4,0.0132,0.1189,0.2021,3,39,0.3181,0.375,0.327,0.0724,0.2424,0.6853
155,0.1613,31.2,38,0.059517007506516374,0.6694939523234124,0.9360733045802123,500,1.6745273257346982,2.799254219253568,0.011141550038238622,300,0.9282968468889953,0.43908016947668066,0.17909556852624614,0.24906608381007378,3,0.0132,0.1189,0.2021,3,39,0.3502,0.375,0.3125,0.1158,0.2839,0.6003
115,0.1577,34.2,77,0.059971176808188545,0.5096515009957975,0.9624558216333212,1200,1.7773764320018153,2.676013076137188,0.014182759360808064,450,0.9533012549371876,0.340106347368059,0.19322099625103922,0.27936622357898855,4,0.0132,0.1148,0.1979,2,38,0.3402,0.375,0.2966,0.13,0.2288,0.6413
16,0.1399,29.3,43,0.025170452619521548,0.713556152816666,0.9992230534582509,1500,2.1456278027782796,2.5266774292170653,0.0070325664745346855,300,0.7630165770233281,0.4128700874469243,0.3396102721355516,0.32017535431606764,2,0.0132,0.1025,0.1751,0,33,0.32,0.2917,0.284,0.2241,0.2724,0.5035
50,0.1275,39.6,127,0.02264611219974846,0.6760246387339988,0.9804948790510286,1300,0.6457464978881081,0.6731099272376493,0.0075114909015987896,300,0.9644315717837506,0.6035925283434163,0.12880669203248124,0.2716903047061769,5,0.0132,0.0902,0.16,1,30,0.3526,0.2917,0.122,0.0759,0.3557,0.5684
23,0.1065,21.2,93,0.09243526580831234,0.5795807300932773,0.9987349142404867,300,0.8326256553362356,1.1898431535665335,0.012758608476162286,150,0.6887577559903092,0.26404876565787144,0.32268799658146213,0.3850682724958522,4,0.0,0.0779,0.1355,0,25,0.3434,0.25,0.1663,0.253,0.207,0.54
101,0.0976,31.7,35,0.1319421683084524,0.8781442090502116,0.9209609991875042,1300,1.4150509208728128,2.6412002255005835,0.010248437178820487,450,0.9076476539970924,0.3724737264189375,0.2185541138705388,0.3536788639567947,3,0.0,0.0656,0.1253,0,23,0.3388,0.2917,0.2949,0.1458,0.2485,0.6056
180,0.094,45.2,91,0.04077772432075263,0.7146919863782375,0.9709302228690814,1100,1.67199593426158,1.886194523065934,0.01408537533941822,450,0.9116921684250461,0.7040028168158743,0.12470485169239065,0.30163337269765206,3,0.0,0.0656,0.1202,0,22,0.3405,0.25,0.2183,0.0717,0.4045,0.5238
240,0.0565,29.9,77,0.04904742401356352,0.5993172359014823,0.9852072404803056,300,1.7862006650504179,1.649945216569558,0.013208605788776695,400,0.8102342231438838,0.5924764597818623,0.10282220734315643,0.358588159356656,3,0.0,0.0369,0.0728,0,13,0.3599,0.1667,0.1987,0.0683,0.3935,0.5382
89,0.0521,50.5,72,0.0433918148757454,0.5049725349118928,0.9890742227470941,900,1.4605015753261108,2.897691692050134,0.012848160136370182,500,0.8655971589755795,0.6748329215777402,0.16362813448221003,0.3923459854097453,3,0.0,0.0328,0.0674,0,12,0.34,0.1667,0.3247,0.096,0.396,0.508
